TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE
CLSC3;99,00;6,51;6,29;0,99;0,29;16,60;10,69;5,37;3,16;6,36;3,14;0,98;0,34;5,61;-0,41;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;49.147,00;100,50;15,75;-1,52;3.902.930.210,64;CLSC3;Celesc;99,00;+6,34%;CLSC3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg
CLSC4;102,66;7,46;6,52;1,02;0,30;16,60;10,69;5,37;3,27;6,36;3,14;0,98;0,35;5,82;-0,42;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;502.939,62;100,50;15,75;-1,58;3.902.930.210,64;CLSC4;Celesc;102,66;+1,13%;CLSC4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg
CMIG3;14,80;10,14;6,51;1,49;0,67;18,16;22,09;15,50;4,57;5,18;1,33;0,43;1,01;-695,62;-0,85;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;3.251.583,76;9,95;2,27;0,15;35.686.242.102,00;CMIG3;Cemig;14,70;-2,71%;CMIG3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg
CMIG4;11,30;11,81;4,97;1,14;0,51;18,16;22,09;15,50;3,49;5,18;1,33;0,43;0,77;-531,12;-0,65;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;88.300.582,48;9,95;2,27;0,12;35.686.242.102,00;CMIG4;Cemig;11,29;-0,09%;CMIG4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg
CMIN3;5,20;15,96;12,84;3,09;0,79;47,43;26,67;13,26;6,39;5,24;-1,14;-0,55;1,70;3,82;-1,50;1,78;24,04;6,17;20,28;0,26;0,74;0,47;7,57;-9,53;19.840.422,86;1,68;0,40;-0,25;28.523.761.942,00;CMIN3;CSN Mineração;5,21;+0,77%;CMIN3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/csn-mineracao--big.svg
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;;
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;;
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86;;;;;;;
COCE3;37,50;;8,34;0,62;0,21;17,54;13,43;4,39;2,73;7,09;4,56;1,03;0,37;-1,42;-0,27;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;3.730,00;60,78;4,50;1,12;3.002.077.748,10;COCE3;Coelce;37,50;+1,35%;COCE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg
COCE5;30,38;;6,76;0,50;0,17;17,54;13,43;4,39;2,21;7,09;4,56;1,03;0,30;-1,15;-0,22;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;228.829,90;60,78;4,50;0,91;3.002.077.748,10;COCE5;Coelce;30,38;-0,07%;COCE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg
COCE6;12,83;;2,85;0,21;0,07;17,54;13,43;4,39;0,93;7,09;4,56;1,03;0,13;-0,49;-0,09;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;0,00;60,78;4,50;0,38;3.002.077.748,10;;;;;COCE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg
COGN3;3,15;2,12;5,32;0,47;0,25;68,20;22,32;16,49;3,93;7,55;3,62;0,43;0,88;3,99;-0,30;1,53;8,84;4,70;6,01;0,53;0,42;0,28;-1,88;36,40;74.043.933,00;6,70;0,59;-0,02;5.911.309.561,50;COGN3;Cogna;3,16;+1,28%;COGN3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/cogna--big.svg
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;;
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;;
CPFE3;38,69;3,97;8,25;2,08;0,56;31,48;24,89;12,29;4,07;6,33;2,26;1,15;1,01;-19,67;-0,71;0,88;25,17;6,82;16,26;0,27;0,72;0,56;7,33;14,88;41.448.830,05;18,64;4,69;-7,10;44.580.724.283,60;CPFE3;CPFL Energia;38,69;-0,15%;CPFE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cpfl-energia--big.svg
CPLE3;12,13;6,12;11,89;1,41;0,60;21,84;19,62;12,75;7,72;11,64;3,63;0,66;1,52;25,22;-0,74;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;46.833.810,29;8,58;1,02;0,38;37.561.112.367,45;CPLE3;Copel;12,18;+1,75%;CPLE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg
CPLE5;12,90;6,33;12,64;1,50;0,63;21,84;19,62;12,75;8,21;11,64;3,63;0,66;1,61;26,82;-0,79;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;4.305,80;8,58;1,02;0,40;37.561.112.367,45;CPLE5;Copel;12,90;+0,78%;CPLE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg
CPLE6;12,95;6,31;12,69;1,51;0,64;21,84;19,62;12,75;8,25;11,64;3,63;0,66;1,62;26,93;-0,79;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;118.953.387,76;8,58;1,02;0,41;37.561.112.367,45;CPLE6;Copel;12,98;+1,41%;CPLE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg
CPRE3;18,23;;9,29;2,44;0,99;63,83;47,70;31,77;6,19;6,14;-0,05;-0,02;2,95;-20,50;-1,19;0,77;26,21;10,70;22,69;0,41;0,58;0,34;13,50;64,53;;7,49;1,96;-0,82;10.824.655.047,92;;;;;;;
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00;;;;;;;
CRFB3;8,48;1,13;8,92;0,84;0,19;18,14;3,65;1,69;4,12;7,99;3,87;0,78;0,15;-25,37;-0,36;0,98;9,36;2,13;8,44;0,23;0,75;1,26;14,00;14,62;122.254.636,00;10,15;0,95;0,00;17.884.800.909,28;;;;;;;
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00;;;;;;;
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00;;;;;;;
CRPG3;15,00;;-65,34;0,74;0,48;3,90;-3,32;-0,91;-17,90;-12,49;3,94;-0,16;0,59;1,23;-1,28;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;9.180,00;20,22;-0,23;0,70;399.635.145,39;CRPG3;Tronox Pigmentos;15,00;-11,76%;CRPG3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg
CRPG5;13,11;;-57,11;0,65;0,42;3,90;-3,32;-0,91;-15,64;-12,49;3,94;-0,16;0,52;1,07;-1,12;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;103.416,57;20,22;-0,23;0,61;399.635.145,39;CRPG5;Tronox Pigmentos;13,11;-1,35%;CRPG5;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg
CRPG6;14,99;;-65,29;0,74;0,48;3,90;-3,32;-0,91;-17,89;-12,49;3,94;-0,16;0,59;1,23;-1,28;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;10.249,50;20,22;-0,23;0,70;399.635.145,39;CRPG6;Tronox Pigmentos;14,99;+1,28%;CRPG6;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00;;;;;;;
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00;;;;;;;
CSAN3;7,53;;-1,20;1,95;0,11;31,48;6,62;-26,95;4,87;23,33;18,46;7,40;0,32;1,16;-0,14;1,83;-163,24;-9,31;-2,74;0,06;0,74;0,35;26,51;;201.511.459,38;3,85;-6,29;0,00;14.055.279.117,96;CSAN3;Cosan;7,50;-4,46%;CSAN3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cosan--big.svg
CSED3;5,10;4,14;9,23;1,21;0,40;49,82;20,24;7,51;3,43;4,58;1,15;0,41;0,69;6,83;-0,51;1,38;13,05;4,32;19,04;0,33;0,67;0,58;11,74;10,75;1.538.740,52;4,23;0,55;0,18;1.859.167.015,20;CSED3;Cruzeiro do Sul Educacional;5,10;+0,00%;CSED3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/cruzeiro-eduon-nm--big.svg
CSMG3;33,43;3,93;9,36;1,51;0,77;42,60;24,63;16,78;6,38;9,28;2,90;0,69;1,57;13,00;-0,91;1,57;16,13;8,19;8,78;0,51;0,49;0,49;8,84;12,48;95.415.732,81;22,15;3,57;-1,24;12.711.860.096,67;CSMG3;COPASA;33,39;+0,36%;CSMG3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/copasa--big.svg
CSNA3;7,98;6,90;-4,69;0,76;0,10;26,35;10,30;-5,05;2,30;9,34;7,04;2,33;0,24;1,18;-0,16;1,35;-16,24;-2,23;4,28;0,14;0,83;0,44;11,42;;47.796.228,19;10,49;-1,70;-0,02;10.582.229.697,06;CSNA3;Siderúrgica Nacional;8,01;+1,26%;CSNA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/companhia-siderurgica-nacional--big.svg
CSRN3;13,60;;3,66;1,28;0,36;30,20;25,11;15,59;2,27;4,88;2,61;1,46;0,57;7,63;-0,47;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,30;2.273.440.192,00;;;;;;;
CSRN5;15,10;;4,06;1,42;0,40;30,20;25,11;15,59;2,52;4,88;2,61;1,46;0,63;8,47;-0,52;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,34;2.273.440.192,00;;;;;;;
CSRN6;15,50;;4,17;1,45;0,41;30,20;25,11;15,59;2,59;4,88;2,61;1,46;0,65;8,69;-0,53;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,35;2.273.440.192,00;;;;;;;
CSUD3;18,50;6,10;8,35;1,57;1,09;42,12;21,60;15,64;6,05;5,89;-0,16;-0,04;1,31;21,23;-1,54;1,22;18,78;13,06;13,04;0,70;0,30;0,84;5,53;28,11;562.679,52;11,80;2,22;-4,33;773.300.000,00;CSUD3;CSU Cardsystem;18,50;+0,87%;CSUD3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/csu-digital-on-nm--big.svg
CTAX3;1,20;;-0,23;0,31;0,03;13,46;-7,27;-33,82;-1,07;-6,03;-4,96;1,43;0,08;-0,11;-0,03;0,38;-133,85;-12,42;-9,42;0,09;0,91;0,37;-15,50;;3.943,95;3,90;-5,23;0,00;32.052.427,20;CTAX3;CTAX3;1,20;+1,69%;CTAX3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/contax-on--big.svg
CTCA3;0,00;;0,00;0,00;0,00;66,73;30,80;43,15;0,00;-3,40;-3,40;-0,41;0,00;0,00;0,00;5,53;16,79;13,06;9,75;0,78;0,22;0,30;11,54;57,69;;3,51;0,59;0,00;0,00;;;;;CTCA3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
CTKA3;35,00;;1,83;6,12;0,30;46,04;13,47;16,19;2,20;5,96;3,75;10,41;0,30;0,99;-0,90;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;5.926,50;5,72;19,13;0,01;218.186.216,30;CTKA3;Karsten;35,00;+6,06%;CTKA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/karsten-pn--big.svg
CTKA4;35,30;;1,85;6,17;0,31;46,04;13,47;16,19;2,22;5,96;3,75;10,41;0,30;1,00;-0,91;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;20.403,00;5,72;19,13;0,01;218.186.216,30;CTKA4;Karsten;35,30;-5,82%;CTKA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/karsten-pn--big.svg
CTNM3;7,13;;-0,46;-0,58;0,07;-7,79;-78,50;-74,73;-0,44;-2,70;-2,48;;0,34;-0,12;-0,09;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,02;113.580.609,02;;;;;CTNM3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
CTNM4;0,86;;-0,06;-0,07;0,01;-7,79;-78,50;-74,73;-0,05;-2,70;-2,48;;0,04;-0,01;-0,01;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,00;113.580.609,02;;;;;CTNM4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
CTSA3;2,71;;-0,15;0,14;0,03;-38,14;-82,33;-124,60;-0,23;-2,83;-2,60;1,61;0,19;-0,09;-0,04;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;1.453,20;18,79;-17,62;0,00;18.851.288,45;CTSA3;Santanense;2,71;+0,00%;CTSA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/santanense-on--big.svg
CTSA4;2,46;;-0,14;0,13;0,03;-38,14;-82,33;-124,60;-0,21;-2,83;-2,60;1,61;0,17;-0,08;-0,03;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;2.315,20;18,79;-17,62;0,00;18.851.288,45;CTSA4;Santanense;2,46;+1,23%;CTSA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/santanense-on--big.svg
CTSA8;0,00;;0,00;0,00;0,00;-38,14;-82,33;-124,60;0,00;-2,83;-2,60;1,61;0,00;0,00;0,00;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;;18,79;-17,62;0,00;18.851.288,45;;;;;;;
CURY3;33,46;4,43;12,42;7,34;1,88;39,14;22,18;16,90;9,46;9,24;-0,22;-0,17;2,10;6,20;-4,48;2,10;59,14;15,17;31,96;0,26;0,70;0,90;30,96;37,48;63.556.765,38;4,56;2,69;0,35;9.766.140.444,48;CURY3;Cury;33,36;-0,12%;CURY3;Financeiro;https://s3-symbol-logo.tradingview.com/cury-s-a-on-nm--big.svg
CVCB3;2,05;;-10,70;2,30;0,29;95,23;9,09;-6,83;8,03;9,65;1,62;0,46;0,73;-3,29;-0,70;0,87;-21,49;-2,67;10,89;0,12;0,88;0,39;-4,20;;19.139.781,38;0,89;-0,19;0,20;1.077.461.748,85;CVCB3;CVC;2,06;+1,48%;CVCB3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/cvc-brasil-on-nm--big.svg
CXSE3;14,47;8,11;10,01;3,26;3,01;;;;9,15;8,91;-0,23;-0,08;;68,11;-3,42;1,59;32,52;30,05;30,60;0,92;0,08;0,00;;23,06;62.012.900,95;4,44;1,44;0,37;43.410.000.000,00;CXSE3;Caixa Seguridade;14,42;+0,56%;CXSE3;Financeiro;https://s3-symbol-logo.tradingview.com/caixa-segurion--big.svg
CYRE3;30,71;3,48;7,00;1,21;0,50;32,58;23,51;19,60;5,84;7,63;1,79;0,37;1,37;1,27;-1,16;3,36;17,22;7,20;10,23;0,42;0,54;0,37;15,17;32,29;152.678.966,81;25,48;4,39;0,16;11.792.640.000,00;CYRE3;Cyrela;30,66;+0,13%;CYRE3;Financeiro;https://s3-symbol-logo.tradingview.com/cyrela-realton-nm--big.svg
DASA3;1,37;;-1,42;0,23;0,09;27,68;9,06;-8,70;1,36;6,55;5,18;0,86;0,12;1,17;-0,12;1,37;-15,91;-5,99;4,25;0,38;0,62;0,69;28,55;;1.663.258,10;6,07;-0,97;-0,07;1.719.359.655,76;DASA3;Dasa;1,35;+0,00%;DASA3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/dasa-on-nm--big.svg
DESK3;9,76;0,38;14,09;0,82;0,28;61,68;30,39;6,85;3,17;6,32;3,15;0,81;0,96;2,46;-0,37;1,93;5,79;2,01;9,87;0,35;0,65;0,29;;;1.419.874,86;11,96;0,69;-0,63;1.131.254.125,60;DESK3;Desktop;9,75;+7,97%;DESK3;Comunicações;https://s3-symbol-logo.tradingview.com/desktop-on-nm--big.svg
DEXP3;8,42;6,25;5,57;0,91;0,58;16,76;11,44;7,56;3,69;3,72;0,04;0,01;0,42;1,27;-1,64;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;936.201,43;9,28;1,51;54,41;918.837.184,61;DEXP3;Dexxos;8,42;+0,24%;DEXP3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dexxos-par--big.svg
DEXP4;8,15;6,59;5,39;0,88;0,56;16,76;11,44;7,56;3,57;3,72;0,04;0,01;0,41;1,22;-1,59;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;36.478,00;9,28;1,51;52,66;918.837.184,61;DEXP4;Dexxos;8,15;-1,69%;DEXP4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dexxos-par--big.svg
DIRR3;15,58;7,00;11,75;3,68;0,70;37,81;22,06;18,19;9,69;9,68;-0,01;0,00;2,14;2,34;-1,28;2,93;31,32;5,97;16,48;0,19;0,79;0,33;18,09;47,02;59.764.838,14;4,23;1,33;0,24;8.109.390.000,00;DIRR3;Direcional;15,54;+1,11%;DIRR3;Financeiro;https://s3-symbol-logo.tradingview.com/direcional--big.svg
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04;;;;;;;
DMVF3;4,63;;12,06;0,26;0,12;29,30;2,65;0,81;3,67;3,72;0,05;0,00;0,10;5,08;-0,18;1,08;2,15;1,03;6,44;0,48;0,52;1,27;353,03;;315.351,86;17,83;0,38;-0,43;234.291.158,46;DMVF3;D1000 Varejo Farma;4,63;-1,70%;DMVF3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/d1000vfarma-on-nm--big.svg
DOHL3;6,50;0,15;-2.341,40;0,71;0,50;18,37;-2,31;-0,03;-34,24;-34,67;-4,44;0,09;0,79;1,05;-1,15;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;2.557,00;9,12;0,00;24,19;434.091.647,70;;;;;DOHL3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dohler-pn-ed--big.svg
DOHL4;3,78;0,26;-1.361,62;0,41;0,29;18,37;-2,31;-0,03;-19,91;-34,67;-4,44;0,09;0,46;0,61;-0,67;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;9.788,10;9,12;0,00;14,07;434.091.647,70;DOHL4;Döhler;3,78;-1,82%;DOHL4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dohler-pn-ed--big.svg
DOTZ3;8,40;;144,95;-0,46;0,50;82,47;8,52;0,44;7,42;10,54;3,12;;0,63;-0,62;-0,97;0,37;-0,31;0,35;-6,49;-1,11;2,11;0,80;3,90;;101.521,95;-18,42;0,06;-1,42;111.904.615,20;DOTZ3;Dotz;8,40;-1,98%;DOTZ3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/dotz-sa-on-nm--big.svg
DTCY3;2,80;;-35,70;46,31;5,10;29,04;-5,43;-13,20;-86,82;-152,22;9,66;-5,15;4,71;13,44;-59,59;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;840,00;0,06;-0,08;0,44;58.116.335,80;DTCY3;Dtcom;2,80;-3,45%;DTCY3;Comunicações;https://s3-symbol-logo.tradingview.com/dtcomdirecton--big.svg
DTCY4;62,60;;-798,18;1.035,38;114,04;29,04;-5,43;-13,20;-1.940,97;-152,22;9,66;-5,15;105,39;300,48;-1.332,33;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;;0,06;-0,08;9,92;58.116.335,80;;;;;DTCY4;Comunicações;https://s3-symbol-logo.tradingview.com/dtcomdirecton--big.svg
DXCO3;6,03;0,89;25,70;0,73;0,28;25,33;10,44;2,31;5,69;11,61;5,92;0,76;0,59;5,53;-0,38;1,22;2,83;1,07;5,42;0,38;0,61;0,46;10,44;-13,84;9.744.579,05;8,30;0,23;-0,40;4.948.014.463,38;DXCO3;Dexco;6,02;+0,00%;DXCO3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/dexco-on-nm--big.svg
EALT3;12,90;1,48;3,34;0,87;0,46;26,60;17,82;14,73;2,76;3,47;0,82;0,26;0,49;7,54;-0,77;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;47.825,58;14,78;3,86;0,07;278.520.000,00;EALT3;Electro Aço Altona;12,90;-0,77%;EALT3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aco-altona-on--big.svg
EALT4;11,98;1,75;3,11;0,81;0,43;26,60;17,82;14,73;2,57;3,47;0,82;0,26;0,46;7,00;-0,71;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;187.152,86;14,78;3,86;0,06;278.520.000,00;EALT4;Electro Aço Altona;11,97;+1,44%;EALT4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aco-altona-on--big.svg
ECOR3;8,02;3,85;7,39;1,48;0,17;39,40;35,59;7,21;1,50;6,84;5,35;5,28;0,53;-3,45;-0,20;0,72;19,99;2,31;11,00;0,12;0,88;0,32;20,09;;30.497.833,86;5,43;1,08;-0,76;5.584.600.476,48;ECOR3;EcoRodovias;8,02;-0,99%;ECOR3;Transportes;https://s3-symbol-logo.tradingview.com/ecorodovias--big.svg
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31;;;;;;;
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31;;;;;;;
EEEL3;294,77;;5,28;0,98;0,34;53,98;47,92;24,01;2,65;5,81;3,15;1,16;1,27;7,51;-0,41;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-0,80;2.840.511.499,76;;;;;;;
EEEL4;410,00;;7,35;1,36;0,47;53,98;47,92;24,01;3,68;5,81;3,15;1,16;1,76;10,45;-0,57;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-1,11;2.840.511.499,76;;;;;;;
EGIE3;41,83;4,94;11,34;2,77;0,64;50,13;53,16;25,27;5,39;8,78;3,39;1,74;2,87;13,11;-0,77;1,42;24,44;5,64;13,98;0,23;0,75;0,22;2,73;5,43;40.863.764,29;15,09;3,69;-0,36;34.130.257.364,20;EGIE3;Engie;41,70;+1,73%;EGIE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/engie-brasilon-nm--big.svg
EKTR3;49,00;9,67;9,85;4,07;0,77;27,89;22,83;10,08;4,35;7,38;3,12;2,92;0,99;15,31;-1,05;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;9.800,00;12,04;4,98;-2,74;9.290.447.399,00;EKTR3;Elektro;49,00;+0,00%;EKTR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/elektro-pn--big.svg
EKTR4;47,00;11,07;9,45;3,90;0,74;27,89;22,83;10,08;4,17;7,38;3,12;2,92;0,95;14,69;-1,00;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;15.788,94;12,04;4,98;-2,62;9.290.447.399,00;EKTR4;Elektro;47,00;+2,17%;EKTR4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/elektro-pn--big.svg
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30;;;;;;;
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30;;;;;;;
ELET3;50,52;6,96;17,59;0,98;0,42;45,23;42,34;15,18;6,31;8,54;2,19;0,34;2,67;5,03;-0,52;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;326.596.566,29;51,42;2,87;0,36;117.447.175.945,74;ELET3;Eletrobras;50,55;+3,16%;ELET3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/centrais-eletr-bras-sa--big.svg
ELET5;78,75;5,32;27,41;1,53;0,66;45,23;42,34;15,18;9,83;8,54;2,19;0,34;4,16;7,85;-0,81;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;7.825,00;51,42;2,87;0,56;117.447.175.945,74;ELET5;Eletrobras;78,75;-4,55%;ELET5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/centrais-eletr-bras-sa--big.svg
