Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
FZDB11,Indefinido,"135,00","3.475,00","0,76","4,21","3,32 %","0,00 %","3,32 %","3,32 %","0,00 %","3,32 %","3,32 %","3,32 %","21,43 %","25,46 %","25,46 %","642.474.088,61","168,93","0,80","2,49 %","0,00 %","0,00 %","0,00 %",0,"43,24",115,"0,70 % a.a","0,12 % a.a","15,00 % a.a"
GAME11,Indefinido,"8,44","70.542,78","0,91","0,10","1,13 %","3,35 %","6,83 %","13,66 %","1,12 %","1,14 %","1,14 %","9,18 %","-2,77 %","-1,67 %","18,70 %","201.973.096,77","9,31","0,91","1,02 %","-5,39 %","-4,42 %","-98,88 %",14,"13,20",21.864,N/A,"1,10 % a.a","20,00 % a.a"
GARE11,Imóveis Industriais e Logísticos,"9,07","6.867.309,74","1,01","0,08","0,92 %","2,80 %","5,81 %","12,42 %","0,93 %","0,97 %","1,04 %","8,07 %","0,33 %","1,26 %","17,50 %","1.325.953.871,67",N/A,N/A,N/A,N/A,N/A,N/A,4,"14,41",390.202,N/A,"1,00 % a.a","20,00 % a.a"
GCFF11,Fundo de Fundos,"69,30","87.694,83","1,09","3,07","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,27 %","0,00 %","0,00 %",N/A,"118.155.565,38","77,31","0,90","0,97 %","-5,00 %","-4,08 %","-7,97 %",1,"1,15",8.102,N/A,N/A,N/A
GCOI11,Indefinido,"98,90","23.736,00","1,03","0,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"10.863.863,97",N/A,N/A,N/A,N/A,N/A,N/A,5,"3,38",302,N/A,N/A,N/A
GCRA11,Indefinido,"51,00","83.583,43","0,60","0,66","1,29 %","3,88 %","7,87 %","16,21 %","1,29 %","1,31 %","1,35 %","10,75 %","-1,18 %","0,09 %","46,58 %","148.803.585,71","84,99","0,60","0,78 %","-13,27 %","-12,60 %","-1,47 %",0,"24,16",7.343,N/A,"1,15 % a.a","20,00 % a.a"
GCRI11,Papéis,"62,44","118.178,00","0,70","0,85","1,33 %","3,98 %","8,27 %","17,39 %","1,33 %","1,38 %","1,45 %","11,42 %","-5,75 %","-4,50 %","30,98 %","130.306.527,78","89,63","0,70","0,97 %","-5,02 %","-4,10 %","-2,05 %",14,"18,81",4.378,N/A,"1,00 % a.a","20,00 % a.a"
GESE11B,Educacional,"1.520,00",N/A,"23,82","1.112,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","1.119,08","1,36","104,32 %","-36,85 %","29,02 %","33,17 %",14,N/A,8.102,N/A,"0,18 % a.a",N/A
GGRC11,Imóveis Industriais e Logísticos,"9,60","3.139.496,65","0,87","0,10","1,02 %","3,06 %","6,20 %","12,35 %","1,02 %","1,03 %","1,03 %","8,29 %","-2,78 %","-1,79 %","12,50 %","1.685.014.935,35","11,05","0,87","0,95 %","-91,12 %","-91,03 %","-90,79 %",41,"12,83",185.954,"1,10 % a.a",N/A,N/A
GLOG11,Imóveis Industriais e Logísticos,"63,63","23.265,96","0,59","0,41","0,64 %","1,99 %","4,29 %","9,72 %","0,66 %","0,72 %","0,81 %","6,10 %","2,28 %","2,93 %","26,57 %","81.538.693,94",N/A,N/A,N/A,N/A,N/A,N/A,1,"26,21",1.967,N/A,"0,70 % a.a",N/A
GRUL11,Logística,"8,14","303.832,91","0,85","0,11","1,37 %","4,01 %","8,18 %","14,41 %","1,34 %","1,36 %","1,60 %","11,51 %","-4,29 %","-2,97 %","23,81 %","236.632.519,15",N/A,N/A,N/A,N/A,N/A,N/A,1,"34,51",5.263,"1,00 % a.a","0,15 % a.a",N/A
GRWA11,Indefinido,"7,85","4.852,61","0,76","0,06","0,76 %","2,25 %","5,21 %","12,64 %","0,75 %","0,87 %","1,05 %","7,66 %","-3,07 %","-2,33 %","8,06 %","27.662.546,19","10,03","0,78","0,60 %","0,00 %","0,00 %","0,00 %",0,"32,28",2.235,N/A,"1,15 % a.a","10,00 % a.a"
GSFI11,Shoppings,"9,00","4.002.618,83","0,69","0,00","0,03 %","0,03 %","0,03 %","0,03 %","0,01 %","0,00 %","0,00 %","0,03 %","0,00 %","0,03 %","0,03 %","1.260.137.088,59","11,90","0,76","0,01 %","0,01 %","0,02 %","0,02 %",9,"16,58",6.407,N/A,"1,00 % a.a",N/A
GTLG11,Imóveis Industriais e Logísticos,"63,99","22.885,25","1,00","60,62","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","37,59 %","0,00 %","0,00 %",N/A,"118.155.565,38","60,62","1,06","100,00 %","-35,83 %","28,33 %","35,22 %",1,"34,61",8.102,N/A,N/A,N/A
GTWR11,Lajes Corporativas,"76,22","603.583,87","0,76","0,90","1,18 %","3,42 %","7,11 %","14,14 %","1,14 %","1,19 %","1,18 %","9,63 %","-2,76 %","-1,62 %","24,66 %","1.197.356.381,10","99,78","0,76","0,87 %","5,36 %","6,28 %","11,89 %",3,"13,29",35.639,N/A,"0,25 % a.a",N/A
GURB11,Indefinido,"108,00","5.000.076,00","0,85","0,70","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,65 %","0,00 %","0,00 %",N/A,"144.707.018,00",N/A,N/A,N/A,N/A,N/A,N/A,2,"1,17",1,N/A,N/A,N/A
GZIT11,Indefinido,"43,97","363.935,57","0,48","0,78","1,68 %","4,96 %","10,20 %","21,43 %","1,65 %","1,70 %","1,79 %","12,33 %","-1,61 %","0,04 %","42,80 %","1.979.152.353,93",N/A,N/A,N/A,N/A,N/A,N/A,6,"29,50",7.214,N/A,"0,96 % a.a","20,00 % a.a"
HAAA11,Lajes Corporativas,"48,61","6.741,00","0,73","0,08","0,16 %","1,24 %","2,20 %","4,96 %","0,41 %","0,37 %","0,41 %","4,01 %","-0,18 %","-0,02 %","64,28 %","229.763.993,67","66,50","0,73","0,66 %","-25,83 %","-25,34 %","-24,14 %",2,"71,71",225,N/A,N/A,N/A
HABT11,Papéis,"78,88","560.228,57","0,84","1,05","1,27 %","4,03 %","8,19 %","16,51 %","1,34 %","1,37 %","1,38 %","11,28 %","-0,43 %","0,83 %","33,87 %","761.613.418,42","93,72","0,84","1,23 %","-6,07 %","-4,92 %","11,32 %",14,"16,61",61.302,"1,26 % a.a",N/A,"20,00 % a.a"
HBCR11,Indefinido,"130,00","4.604.165,00","1,04","0,57","0,00 %","0,00 %","1,32 %","10,60 %","0,00 %","0,22 %","0,88 %","8,31 %","0,00 %","0,00 %",N/A,"199.155.774,66",N/A,N/A,N/A,N/A,N/A,N/A,3,"71,55",36,N/A,"0,18 % a.a","20,00 % a.a"
HBRH11,Lajes Corporativas,"90,80","14.627,00","0,80","0,50","0,55 %","1,65 %","6,85 %","9,22 %","0,55 %","1,14 %","0,77 %","9,22 %","1,00 %","1,56 %","2,46 %","316.852.348,31","112,23","0,81","0,45 %","-0,86 %","-0,42 %","7,60 %",5,"13,98",720,N/A,N/A,N/A
HCHG11,Papéis,"75,02","24.831,05","0,81","0,71","0,90 %","3,23 %","6,56 %","14,62 %","1,08 %","1,09 %","1,22 %","9,60 %","-0,25 %","0,64 %","34,42 %","112.219.128,41","93,52","0,80","0,94 %","-7,52 %","-6,65 %","7,81 %",14,"34,59",610,"0,70 % a.a","0,20 % a.a",N/A
HCRA11,Indefinido,"10,22","0,83","0,13","14,85","145,30 %","145,30 %","154,29 %","247,69 %","48,43 %","25,72 %","20,64 %","233,94 %","2,20 %","150,70 %","11,17 %","54.923.324,77",N/A,N/A,"0,00 %","0,00 %","0,00 %","0,00 %",0,"1.487,54",113,N/A,N/A,N/A
HCRI11,Hospitalar,"259,99","27.136,48","0,80","2,73","1,04 %","3,20 %","6,51 %","12,86 %","1,07 %","1,09 %","1,07 %","8,54 %","1,17 %","2,23 %","17,59 %","65.175.033,62","325,88","0,80","0,88 %","5,82 %","6,75 %","14,24 %",1,"35,45",2.996,N/A,"2,00 % a.a",N/A
HCTR11,Papéis,"22,27","528.330,70","0,22","0,30","1,29 %","4,01 %","8,62 %","20,41 %","1,34 %","1,44 %","1,70 %","14,50 %","-3,36 %","-2,11 %","8,56 %","2.294.931.610,71","103,92","0,21","0,36 %","-14,38 %","-14,07 %","1,31 %",14,"38,14",139.141,"0,99 % a.a","0,21 % a.a","10,00 % a.a"
HDEL11,Imóveis Industriais e Logísticos,"100,01","16,67","0,94","14,03","0,00 %","0,00 %","0,00 %","11,84 %","0,00 %","0,00 %","1,69 %","0,00 %","0,00 %","0,00 %",N/A,"88.923.624,22",N/A,N/A,N/A,N/A,N/A,N/A,1,"63,62",108,N/A,"1,50 % a.a","20,00 % a.a"
HFOF11,Fundo de Fundos,"5,85","1.327.074,39","0,81","0,06","0,95 %","2,82 %","5,91 %","12,00 %","0,94 %","0,99 %","1,00 %","8,03 %","-0,84 %","0,10 %","17,05 %","1.671.963.445,19","7,25","0,81","0,77 %","-91,04 %","-90,97 %","-90,59 %",14,"14,12",74.872,N/A,"0,60 % a.a","20,00 % a.a"
HGAG11,Indefinido,"12,11","1.171,25","0,52","0,10","0,67 %","7,99 %","11,33 %","17,83 %","2,66 %","1,89 %","1,49 %","12,25 %","-1,85 %","-1,19 %","34,18 %","5.821.473,54","23,45","0,52","4,73 %","0,00 %","0,00 %","0,00 %",0,"121,27",1.107,"1,00 % a.a",N/A,"20,00 % a.a"
HGBL11,Misto,"8,47","46.122,87","0,90","0,07","0,83 %","2,64 %","5,19 %","13,60 %","0,88 %","0,87 %","1,13 %","7,34 %","0,58 %","1,42 %","-4,88 %","236.582.706,01",N/A,N/A,N/A,N/A,N/A,N/A,1,"15,18",4.705,"0,50 % a.a","0,10 % a.a",N/A
HGBS11,Shoppings,"18,90","1.707.279,35","0,88","0,15","0,81 %","2,42 %","5,00 %","10,26 %","0,81 %","0,83 %","0,86 %","6,84 %","-6,53 %","-5,78 %","9,52 %","2.785.197.689,35","21,57","0,88","0,74 %","-90,28 %","-90,21 %","-89,16 %",16,"14,51",131.856,N/A,"0,60 % a.a",N/A
HGCR11,Papéis,"92,14","2.326.390,83","0,96","1,05","1,10 %","3,30 %","6,67 %","13,12 %","1,10 %","1,11 %","1,09 %","8,96 %","0,58 %","1,69 %","15,67 %","1.489.382.118,38","96,60","0,95","1,09 %","-4,32 %","-3,28 %","9,98 %",14,"13,45",100.486,N/A,"0,80 % a.a","20,00 % a.a"
HGFF11,Fundo de Fundos,"62,38","508.767,14","0,78","0,68","1,06 %","3,01 %","6,00 %","13,08 %","1,00 %","1,00 %","1,09 %","9,11 %","-5,42 %","-4,42 %","6,96 %","229.350.190,00","80,09","0,78","0,85 %","-7,77 %","-6,99 %","-2,02 %",14,"17,42",14.957,N/A,"0,80 % a.a","20,00 % a.a"
HGIC11,Papéis,"67,58","9.033,96","0,61","0,80","1,16 %","3,43 %","6,51 %","13,78 %","1,14 %","1,09 %","1,15 %","9,04 %","-1,19 %","-0,04 %","-10,25 %","51.143.143,36","110,53","0,61","0,72 %","-3,65 %","-2,96 %","15,38 %",2,"54,64",612,N/A,N/A,N/A
HGLG11,Imóveis Industriais e Logísticos,"151,62","5.028.880,52","0,93","1,10","0,71 %","2,09 %","4,27 %","8,74 %","0,70 %","0,71 %","0,73 %","5,76 %","-3,10 %","-2,41 %","12,80 %","5.490.675.367,94","162,51","0,93","0,68 %","5,51 %","6,22 %","23,14 %",28,"12,15",508.517,N/A,"0,60 % a.a",N/A
HGPO11,Lajes Corporativas,"136,19","4.480.070,43","0,96","57,05","48,22 %","0,00 %","0,00 %","51,25 %","0,00 %","0,00 %","4,27 %","62,51 %","5,05 %","55,71 %","101,25 %","248.774.137,59","155,61","0,88","36,66 %","-48,02 %","-28,96 %","-15,36 %",2,"11,13",10.119,N/A,N/A,N/A
HGRE11,Lajes Corporativas,"110,10","945.361,43","0,71","0,85","0,76 %","3,63 %","6,00 %","10,81 %","1,21 %","1,00 %","0,90 %","7,68 %","-7,26 %","-6,56 %","23,88 %","1.841.099.241,72","155,79","0,71","1,64 %","-0,70 %","0,92 %","1,24 %",13,"21,08",141.680,N/A,"1,00 % a.a",N/A
HGRS11,Imóveis Residenciais,N/A,N/A,N/A,"29,32","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","92,86",N/A,"0,00 %","0,00 %","0,00 %","0,00 %",14,N/A,8.102,N/A,N/A,N/A
HGRU11,Misto,"122,61","2.338.624,87","0,96","0,95","0,77 %","2,75 %","5,07 %","10,72 %","0,92 %","0,85 %","0,89 %","7,61 %","-0,73 %","0,04 %","23,12 %","2.962.053.124,98","127,47","0,96","1,22 %","3,73 %","4,99 %","19,35 %",103,"12,98",221.413,N/A,"0,70 % a.a","20,00 % a.a"
HILG11,Indefinido,"184,96","186,67","0,91","1,44","0,00 %","0,00 %","2,19 %","5,83 %","0,00 %","0,37 %","0,49 %","3,51 %","0,00 %","0,00 %",N/A,"107.362.476,42",N/A,N/A,N/A,N/A,N/A,N/A,1,"9,50",54,N/A,N/A,N/A
HLOG11,Imóveis Industriais e Logísticos,"8,17","50.325,70","0,74","0,07","0,85 %","2,42 %","4,93 %","8,32 %","0,81 %","0,82 %","0,69 %","6,29 %","-0,72 %","0,12 %","11,19 %","469.092.605,25","11,04","0,74","0,59 %","-90,52 %","-90,47 %","-89,43 %",3,"12,69",3.787,N/A,"0,80 % a.a",N/A
HOFC11,Lajes Corporativas,"28,40","701.138,17","0,50","0,21","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,01 %","75,72 %","76,86 %","67,59 %","215.218.081,63",N/A,N/A,N/A,N/A,N/A,N/A,3,"47,44",5.097,N/A,"0,83 % a.a","-1,00 % a.a"
HOSI11,Imóveis Residenciais,"82,01","4.818,71","0,91","0,65","0,78 %","2,84 %","5,11 %","9,77 %","0,95 %","0,85 %","0,81 %","5,93 %","-4,83 %","-4,08 %","2,73 %","51.822.018,51","90,37","0,91","0,68 %","-1,84 %","-1,17 %","4,55 %",14,"36,99",1.157,N/A,N/A,N/A
HPDP11,Shoppings,"87,28","925.471,19","0,97","0,56","0,00 %","1,25 %","3,18 %","7,07 %","0,42 %","0,53 %","0,59 %","4,53 %","0,00 %","0,00 %",N/A,"304.243.218,04","92,53","0,94","0,61 %","3,66 %","4,29 %","4,06 %",1,"28,42",358,N/A,N/A,N/A
HRDF11,Fundo de Desenvolvimento,"3,00","14,17","0,42","6,80","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"10.707.140,40",N/A,N/A,N/A,N/A,N/A,N/A,14,"46,17",909,N/A,N/A,N/A
HREC11,Papéis,"8,17","204.553,26","0,95","0,09","1,01 %","3,18 %","6,57 %","13,11 %","1,06 %","1,10 %","1,09 %","8,93 %","0,24 %","1,25 %","23,20 %","447.487.662,05","8,66","0,94","1,04 %","-90,26 %","-90,16 %","-89,16 %",14,"19,72",2.582,N/A,"0,80 % a.a","20,00 % a.a"
HRES11,Imóveis Residenciais,"147,64","477,60","1,13","1,65","0,00 %","0,00 %","4,01 %","6,65 %","0,00 %","0,67 %","0,83 %","5,58 %","0,00 %","0,00 %",N/A,"60.928.215,37",N/A,N/A,N/A,N/A,N/A,N/A,14,"1,35",137,N/A,N/A,N/A
HSAF11,Papéis,"77,25","214.995,48","0,88","0,95","1,21 %","3,57 %","7,28 %","14,96 %","1,19 %","1,21 %","1,25 %","10,55 %","-1,53 %","-0,34 %","25,22 %","221.483.810,84","87,67","0,88","1,08 %","-4,02 %","-2,98 %","5,84 %",14,"22,68",8.914,N/A,"1,00 % a.a","20,00 % a.a"
HSLG11,Imóveis Industriais e Logísticos,"79,14","459.660,35","0,72","0,66","0,82 %","2,38 %","4,89 %","10,64 %","0,79 %","0,82 %","0,89 %","6,85 %","-2,37 %","-1,57 %","13,63 %","1.396.695.029,94","110,32","0,72","0,59 %","5,13 %","5,75 %","7,22 %",6,"17,63",41.240,N/A,"0,85 % a.a","20,00 % a.a"
HSML11,Shoppings,"80,30","1.835.807,43","0,76","0,66","0,83 %","2,35 %","4,78 %","10,71 %","0,78 %","0,80 %","0,89 %","6,86 %","-6,22 %","-5,45 %","9,97 %","2.177.205.874,86","104,63","0,77","0,62 %","7,22 %","7,89 %","13,54 %",13,"16,71",186.027,"1,05 % a.a",N/A,"20,00 % a.a"
HSRE11,Misto,"94,16","1.596.361,48","1,10","0,85","0,84 %","3,22 %","5,18 %","11,49 %","1,07 %","0,86 %","0,96 %","7,05 %","2,53 %","3,39 %","16,43 %","798.272.861,22","89,71","1,05","1,92 %","-6,59 %","-4,80 %","1,25 %",22,"22,53",364,N/A,"0,85 % a.a","20,00 % a.a"
HTMX11,Hotéis,"139,42","300.863,61","0,97","1,22","0,85 %","2,99 %","4,80 %","14,83 %","1,00 %","0,80 %","1,24 %","8,25 %","-1,09 %","-0,25 %","9,13 %","417.222.835,51","144,46","0,97","1,04 %","2,93 %","4,00 %","20,34 %",21,"18,57",37.028,N/A,"0,50 % a.a","20,00 % a.a"
HUCG11,Hospitalar,"104,92","962,91","0,87","0,53","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"116.190.085,93",N/A,N/A,N/A,N/A,N/A,N/A,2,"58,01",233,N/A,N/A,N/A
HUSC11,Hospitalar,"91,65","5.623,75","0,66","0,86","0,00 %","1,83 %","4,59 %","10,28 %","0,61 %","0,77 %","0,86 %","6,69 %","0,00 %","0,00 %",N/A,"126.840.373,41","149,08","0,61","0,58 %","1,59 %","2,17 %","10,54 %",2,"49,25",752,N/A,"0,35 % a.a",N/A
HUSI11,Hospitalar,"1.241,00","1.241,00","0,99","8,42","0,00 %","1,37 %","2,79 %","7,05 %","0,46 %","0,47 %","0,59 %","0,71 %","0,00 %","0,00 %",N/A,"145.215.672,90","1.247,96","0,99","0,70 %","25,66 %","26,54 %","33,10 %",14,"42,12",100,N/A,N/A,N/A
IAAG11,Indefinido,"7,64","76.307,61","0,78","0,11","1,44 %","4,30 %","8,23 %","15,52 %","1,43 %","1,37 %","1,29 %","11,13 %","4,37 %","5,87 %","6,14 %","102.490.497,54","9,80","0,78","1,12 %","0,00 %","0,00 %","0,00 %",0,"26,20",13.211,N/A,"1,15 % a.a","20,00 % a.a"
IAGR11,Indefinido,"3,82","11.242,87","0,61","0,01","0,15 %","0,15 %","0,61 %","2,29 %","0,15 %","0,61 %","0,19 %","1,03 %","-3,18 %","-3,03 %","45,49 %","17.358.241,11","6,26","0,61","0,10 %","0,00 %","0,00 %","0,00 %",0,"32,02",3.596,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBBP11,Indefinido,"8,20","37.564,65","0,92","0,07","0,87 %","1,70 %","4,24 %","5,99 %","0,57 %","0,71 %","0,86 %","5,99 %","-0,12 %","0,75 %","-4,72 %","395.944.287,55",N/A,N/A,N/A,N/A,N/A,N/A,24,"44,66",492,N/A,N/A,N/A
IBCR11,Papéis,"53,75","85.431,70","0,60","0,75","1,39 %","4,38 %","9,07 %","18,39 %","1,46 %","1,51 %","1,53 %","12,51 %","-8,80 %","-7,53 %","17,64 %","85.824.331,05","89,55","0,60","0,94 %","-4,65 %","-3,76 %","4,38 %",14,"17,19",3.871,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBFF11,Fundo de Fundos,"66,40","162.549,50","1,04","14,79","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,25 %","0,00 %","0,00 %",N/A,"118.155.565,38","14,78","4,49","100,08 %","-79,09 %","-58,15 %","-58,47 %",14,"4,20",8.102,N/A,N/A,N/A
ICNE11,Imóveis Residenciais,"653,96",N/A,"0,91","0,31","0,00 %","0,00 %","0,00 %","5,87 %","0,00 %","0,00 %","0,49 %","7,64 %","0,00 %","0,00 %",N/A,"86.623.717,32",N/A,N/A,N/A,N/A,N/A,N/A,14,"6,66",5,N/A,N/A,N/A
ICRI11,Misto,"90,67","470.092,65","0,92","1,10","1,17 %","3,38 %","7,01 %","15,66 %","1,13 %","1,17 %","1,31 %","10,12 %","-2,81 %","-1,67 %","19,76 %","384.164.266,80",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,27",8.636,N/A,"1,00 % a.a",N/A
IDFI11,Indefinido,"2,00","2.592,80","1,25","1,56","78,04 %","0,00 %","0,00 %","418,46 %","0,00 %","0,00 %","34,87 %","1.043,04 %","-54,34 %","-18,70 %","44.259,43 %","3.283.391,87","1,60","1,25","269,79 %","-97,14 %","-89,43 %","-91,38 %",1,"82,43",617,N/A,N/A,N/A
IDGR11,Misto,"1,50","332,83","16,67","0,09","5,99 %","0,00 %","0,00 %","66,25 %","0,00 %","0,00 %","5,52 %","5,99 %","-50,98 %","-48,04 %","-48,04 %","79.368,95",N/A,N/A,N/A,N/A,N/A,N/A,1,"120,03",171,N/A,N/A,N/A
IDUA11,Imóveis Comerciais - Outros,"64,42",N/A,"0,96","4,59","0,00 %","0,00 %","2,34 %","10,08 %","0,00 %","0,39 %","0,84 %","12,00 %","0,00 %","0,00 %",N/A,"26.961.795,48",N/A,N/A,N/A,N/A,N/A,N/A,14,"9,49",1,N/A,N/A,N/A
IFRA11,Indefinido,"93,35","1.221.987,57",N/A,"1,03","1,06 %","3,83 %","6,94 %","13,64 %","1,28 %","1,16 %","1,14 %","9,16 %","0,82 %","1,88 %","15,26 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,70",0,N/A,"0,85 % a.a",N/A
IFRI11,Misto,"99,14","1.307.041,48",N/A,"1,75","1,76 %","3,50 %","7,69 %","14,00 %","1,17 %","1,28 %","1,17 %","9,65 %","3,53 %","5,35 %","22,74 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,66",0,N/A,"0,85 % a.a",N/A
IMOV11,Indefinido,N/A,N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"492.707.282,91",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,13.027,N/A,"1,50 % a.a","20,00 % a.a"
INFA11,Outros,"9,82",N/A,N/A,"0,09","0,00 %","0,00 %","12,94 %","16,31 %","0,00 %","2,16 %","2,04 %","14,56 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2,41",0,N/A,N/A,N/A
INFB11,Indefinido,"98,01","91.191,35",N/A,"1,00","0,99 %","0,99 %","2,10 %","5,21 %","0,99 %","0,53 %","1,30 %","2,10 %","12,70 %","13,82 %","9,66 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"87,69",0,N/A,N/A,N/A
INLG11,Imóveis Industriais e Logísticos,"72,48","91.920,83","0,73","0,77","1,04 %","3,10 %","6,39 %","12,97 %","1,03 %","1,07 %","1,08 %","8,74 %","-2,56 %","-1,54 %","19,86 %","452.001.000,67",N/A,N/A,N/A,N/A,N/A,N/A,5,"17,49",17.350,N/A,"0,46 % a.a",N/A
INRD11,Fundo de Desenvolvimento,"68,71","18.203,87","0,57","0,63","0,88 %","2,55 %","5,46 %","11,01 %","0,85 %","0,91 %","0,92 %","7,38 %","-4,37 %","-3,53 %","20,82 %","134.149.474,41",N/A,N/A,N/A,N/A,N/A,N/A,5,"17,35",6.977,N/A,"1,00 % a.a",N/A
IRDM11,Papéis,"61,37","3.829.523,52","0,76","0,78","1,25 %","3,70 %","7,27 %","15,12 %","1,23 %","1,21 %","1,26 %","10,10 %","-8,31 %","-7,16 %","19,06 %","2.958.773.255,69","81,21","0,76","1,03 %","-12,49 %","-11,58 %","-8,04 %",1,"15,66",272.434,"0,83 % a.a","0,17 % a.a",N/A
IRIF11,Papéis,"8,57","42.431,41",N/A,"0,11","1,24 %","2,50 %","6,26 %","6,26 %","0,83 %","1,04 %","1,04 %","6,26 %","2,18 %","3,45 %","10,26 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"38,24",0,N/A,N/A,N/A
IRIM11,Indefinido,"66,52","95.999,00","0,77","0,81","1,20 %","3,72 %","7,40 %","15,93 %","1,24 %","1,23 %","1,33 %","10,53 %","-2,65 %","-1,49 %","31,78 %","164.802.215,96","85,83","0,78","1,05 %","-11,81 %","-10,88 %","-7,49 %",14,"19,50",2.590,"0,83 % a.a","0,15 % a.a",N/A
ISCJ11,Papéis,"80,00","3.081,86","0,49","45,12","0,00 %","20,58 %","21,96 %","25,15 %","6,86 %","3,66 %","2,10 %","26,94 %","0,00 %","0,00 %",N/A,"34.990.864,90",N/A,N/A,N/A,N/A,N/A,N/A,14,"68,97",61,N/A,N/A,N/A
ITIP11,Papéis,"64,30","43.868,43","0,95","0,80","1,21 %","3,62 %","7,12 %","13,24 %","1,21 %","1,19 %","1,10 %","9,21 %","0,30 %","1,52 %","13,19 %","51.206.622,27","68,44","0,94","1,17 %","-14,55 %","-13,55 %","-11,49 %",14,"15,88",13.211,N/A,N/A,N/A
ITIT11,Fundo de Fundos,"67,87","59.068,30","0,92","0,63","0,91 %","2,68 %","5,51 %","10,97 %","0,89 %","0,92 %","0,91 %","7,43 %","-0,23 %","0,68 %","14,93 %","66.936.526,13","74,33","0,91","0,83 %","-5,86 %","-5,08 %","1,29 %",14,"13,15",10.277,N/A,"0,30 % a.a",N/A
ITRI11,Shoppings,"76,05","576.244,35","0,84","0,82","1,03 %","3,10 %","6,15 %","12,71 %","1,03 %","1,03 %","1,06 %","8,34 %","-2,50 %","-1,50 %","15,77 %","569.672.404,26",N/A,N/A,N/A,N/A,N/A,N/A,14,"16,80",14.872,N/A,"1,20 % a.a","-1,00 % a.a"
IVCI11,Papéis,"96,86",N/A,"0,99","1,42","0,00 %","0,00 %","4,49 %","8,33 %","0,00 %","0,75 %","1,04 %","5,17 %","0,00 %","0,00 %",N/A,"48.994.224,26",N/A,N/A,N/A,N/A,N/A,N/A,0,"3,36",16,N/A,N/A,N/A
JASC11,Imóveis Comerciais - Outros,"98,50","22.655,00","0,87","0,67","0,00 %","0,00 %","1,90 %","5,51 %","0,00 %","0,32 %","0,46 %","3,16 %","0,00 %","0,00 %",N/A,"395.033.488,55",N/A,N/A,N/A,N/A,N/A,N/A,19,"49,78",165,N/A,N/A,N/A
JBFO11,Papéis,"15,03","82,00","1,95","0,04","0,00 %","0,00 %","0,50 %","111,75 %","0,00 %","0,50 %","9,31 %","0,77 %","0,00 %","0,00 %",N/A,"9.864.392,02",N/A,N/A,N/A,N/A,N/A,N/A,14,"103,63",369,N/A,N/A,N/A
JCCJ11,Papéis,"160,00","2.836.776,40","0,85","0,34","0,21 %","0,44 %","1,01 %","2,77 %","0,44 %","0,17 %","0,23 %","1,58 %","0,00 %","0,00 %",N/A,"315.105.368,86",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,20",122,N/A,N/A,N/A
