FII;Data Com;Data Pagamento;Tipo;Valor
RECR11;05-07-24;12-07-24;Dividendos;0.81
OIAG11;05-07-24;12-07-24;Dividendos;0.09
FLCR11;05-07-24;12-07-24;Dividendos;1.15
NCHB11;05-07-24;12-07-24;Dividendos;0.10
DEVA11;05-07-24;12-07-24;Dividendos;0.43
BTCI11;05-07-24;12-07-24;Dividendos;0.09
SEQR11;05-07-24;12-07-24;Dividendos;0.58
FAED11;05-07-24;12-07-24;Dividendos;1.65
BPRP11;05-07-24;12-07-24;Dividendos;0.93
DPRO11;05-07-24;12-07-24;Dividendos;0.06
ERPA11;05-07-24;12-07-24;Dividendos;0.83
BMLC11;05-07-24;12-07-24;Dividendos;0.79
DVFF11;05-07-24;12-07-24;Dividendos;0.07
BRCR11;05-07-24;12-07-24;Dividendos;0.50
RCRB11;05-07-24;15-07-24;Dividendos;0.99
BCFF11;05-07-24;12-07-24;Dividendos;0.07
CXCI11;05-07-24;12-07-24;Dividendos;0.77
CLIN11;08-07-24;15-07-24;Dividendos;1.00
CVBI11;08-07-24;15-07-24;Dividendos;0.88
FPAB11;08-07-24;15-07-24;Dividendos;0.78
BLCA11;08-07-24;15-07-24;Dividendos;0.50
CCME11;08-07-24;15-07-24;Dividendos;0.08
CPFF11;08-07-24;16-07-24;Dividendos;0.65
RVBI11;08-07-24;15-07-24;Dividendos;0.75
IRIM11;09-07-24;16-07-24;Dividendos;0.76
IBCR11;09-07-24;16-07-24;Dividendos;0.83
GAME11;09-07-24;19-07-24;Dividendos;0.09
BLUR11;09-07-24;16-07-24;Dividendos;0.66
RBRY11;09-07-24;16-07-24;Dividendos;1.00
RBRR11;09-07-24;16-07-24;Dividendos;0.96
RBRF11;09-07-24;16-07-24;Dividendos;0.07
IRDM11;09-07-24;16-07-24;Dividendos;0.74
LFTT11;10-07-24;17-07-24;Amortização;4.62
AZIN11;10-07-24;19-07-24;Dividendos;1.25
VGIP11;10-07-24;17-07-24;Dividendos;0.95
VGIA11;10-07-24;17-07-24;Dividendos;0.10
VGIR11;10-07-24;17-07-24;Dividendos;0.10
MGHT11;10-07-24;17-07-24;Dividendos;0.13
CPTR11;10-07-24;17-07-24;Dividendos;0.10
MCCI11;10-07-24;17-07-24;Dividendos;0.80
CPTS11;10-07-24;17-07-24;Dividendos;0.08
GCRI11;11-07-24;18-07-24;Dividendos;0.85
BTYU11;11-07-24;18-07-24;Dividendos;0.11
ZAGH11;11-07-24;18-07-24;Dividendos;0.11
JCIN11;11-07-24;18-07-24;Dividendos;0.60
NAVT11;11-07-24;18-07-24;Dividendos;1.00
RCFF11;11-07-24;18-07-24;Dividendos;0.45
RINV11;11-07-24;18-07-24;Dividendos;1.32
SHDP11B;11-07-24;19-07-24;Dividendos;8.13
DOVL11B;11-07-24;19-07-24;Dividendos;22.59
VICA11;11-07-24;12-07-24;Dividendos;0.10
OURE11;12-07-24;19-07-24;Dividendos;1.09
ONDV11;12-07-24;19-07-24;Dividendos;0.02
BDIF11;12-07-24;19-07-24;Dividendos;0.75
RZZR11;12-07-24;19-07-24;Dividendos;1.14
JASC11;12-07-24;19-07-24;Dividendos;0.61
ALZM11;12-07-24;19-07-24;Dividendos;0.09
OUFF11;12-07-24;19-07-24;Dividendos;0.76
RZAT11;12-07-24;19-07-24;Dividendos;1.15
RZAK11;12-07-24;19-07-24;Dividendos;1.00
HCRI11;12-07-24;19-07-24;Dividendos;2.83
RBRX11;12-07-24;22-07-24;Dividendos;0.11
WTSP11B;12-07-24;19-07-24;Dividendos;0.41
BRLA11;12-07-24;19-07-24;Dividendos;1.14
RECX11;12-07-24;19-07-24;Dividendos;0.60
AFHI11;12-07-24;19-07-24;Dividendos;0.95
SNEL11;15-07-24;25-07-24;Dividendos;0.10
CPOF11;15-07-24;22-07-24;Dividendos;0.82
SNAG11;15-07-24;25-07-24;Dividendos;0.10
BTLG11;15-07-24;25-07-24;Dividendos;0.76
KOPA11;15-07-24;22-07-24;Dividendos;11.01
MCRE11;15-07-24;22-07-24;Dividendos;0.11
ALZC11;15-07-24;22-07-24;Dividendos;0.61
ALZC11;15-07-24;22-07-24;Dividendos;1.07
BETW11;15-07-24;22-07-24;Dividendos;0.53
SNFF11;15-07-24;25-07-24;Dividendos;1.10
SNME11;15-07-24;25-07-24;Dividendos;0.09
SNLG11;15-07-24;25-07-24;Dividendos;0.29
SNID11;15-07-24;25-07-24;Dividendos;1.00
SNCI11;15-07-24;25-07-24;Dividendos;1.00
MCHY11;15-07-24;22-07-24;Dividendos;0.11
BVAR11;15-07-24;23-07-24;Dividendos;5.30
VVRI11;16-07-24;23-07-24;Dividendos;0.75
NCRA11;16-07-24;23-07-24;Dividendos;0.10
FTCA11;16-07-24;23-07-24;Dividendos;0.10
VVCR11;16-07-24;23-07-24;Dividendos;0.09
CPSH11;16-07-24;23-07-24;Dividendos;0.10
BROF11;16-07-24;23-07-24;Dividendos;0.43
EXES11;17-07-24;24-07-24;Dividendos;0.12
ERCR11;17-07-24;24-07-24;Amortização;504.91
CVPR11;17-07-24;24-07-24;Dividendos;0.30
EQIR11;17-07-24;24-07-24;Dividendos;0.09
TJKB11;17-07-24;25-07-24;Dividendos;2.36
BTAL11;17-07-24;24-07-24;Dividendos;0.84
APXM11;17-07-24;24-07-24;Dividendos;0.46
BLMG11;17-07-24;31-07-24;Dividendos;0.45
ICNE11;18-07-24;25-07-24;Dividendos;17.33
ICNE11;18-07-24;25-07-24;Dividendos;28.00
BPML11;18-07-24;25-07-24;Dividendos;1.07
ALZR11;18-07-24;25-07-24;Dividendos;0.71
FCFL11;18-07-24;25-07-24;Dividendos;0.85
XPIN11;18-07-24;25-07-24;Dividendos;0.62
XPML11;18-07-24;25-07-24;Dividendos;0.92
RBRI11;18-07-24;25-07-24;Dividendos;36.00
RBLG11;19-07-24;21-08-24;Amortização;34.36
BDIV11;22-07-24;30-07-24;Dividendos;8.00
BVAR11;22-07-24;30-07-24;Amortização;7.67
CNES11;23-07-24;30-07-24;Dividendos;0.01
PBLV11;23-07-24;29-07-24;Dividendos;45.64
BTSI11;24-07-24;31-07-24;Dividendos;0.74
BTRA11;24-07-24;31-07-24;Dividendos;0.38
GZIT11;24-07-24;31-07-24;Dividendos;0.78
EDGA11;24-07-24;31-07-24;Dividendos;0.08
RBRM11;24-07-24;31-07-24;Dividendos;10.23
CIXM11;29-07-24;01-08-24;Dividendos;0.06
RNGO11;31-07-24;14-08-24;Dividendos;0.38
VIFI11;31-07-24;14-08-24;Dividendos;0.07
WPLZ11;31-07-24;14-08-24;Dividendos;0.36
VOTS11;31-07-24;14-08-24;Dividendos;0.82
GLOG11;31-07-24;14-08-24;Dividendos;0.50
RRCI11;31-07-24;14-08-24;Dividendos;0.85
BICR11;31-07-24;14-08-24;Dividendos;0.27
CXCE11;31-07-24;15-08-24;Dividendos;0.43
PQDP11;31-07-24;20-08-24;Dividendos;7.37
TEPP11;31-07-24;14-08-24;Dividendos;0.78
HGPO11;31-07-24;14-08-24;Dividendos;1.70
XPIE11;31-07-24;08-08-24;Dividendos;0.77
XPIE11;31-07-24;08-08-24;Amortização;0.23
PLCR11;31-07-24;14-08-24;Dividendos;0.75
LGCP11;31-07-24;14-08-24;Dividendos;0.73
HPDP11;31-07-24;14-08-24;Dividendos;0.53
TSER11;31-07-24;14-08-24;Dividendos;0.92
RBED11;31-07-24;14-08-24;Dividendos;1.33
JFLL11;31-07-24;14-08-24;Dividendos;0.60
RBRD11;31-07-24;14-08-24;Dividendos;0.38
HREC11;31-07-24;14-08-24;Dividendos;0.08
BODB11;31-07-24;07-08-24;Dividendos;0.10
KISU11;31-07-24;14-08-24;Dividendos;0.07
IAAG11;31-07-24;14-08-24;Dividendos;0.10
XPSF11;31-07-24;14-08-24;Dividendos;0.07
HLOG11;31-07-24;14-08-24;Dividendos;0.40
PVBI11;31-07-24;07-08-24;Dividendos;0.65
VRTM11;31-07-24;15-08-24;Dividendos;0.10
CYCR11;31-07-24;14-08-24;Dividendos;0.12
CJCT11;31-07-24;14-08-24;Dividendos;0.09
CFHI11;31-07-24;21-08-24;Dividendos;14.00
BTSG11;31-07-24;14-08-24;Dividendos;0.95
BRIM11;31-07-24;14-08-24;Dividendos;40.98
BRCO11;31-07-24;14-08-24;Dividendos;0.87
RNDP11;31-07-24;14-08-24;Dividendos;0.54
BBRC11;31-07-24;14-08-24;Dividendos;1.11
STRX11;31-07-24;07-08-24;Dividendos;0.85
HSAF11;31-07-24;07-08-24;Dividendos;0.80
PLRI11;31-07-24;07-08-24;Dividendos;3.58
SARE11;31-07-24;14-08-24;Dividendos;0.25
PQAG11;31-07-24;14-08-24;Dividendos;0.46
HSRE11;31-07-24;14-08-24;Dividendos;0.96
ANCR11B;31-07-24;22-08-24;Dividendos;1.76
JSRE11;31-07-24;14-08-24;Dividendos;0.48
NEWL11;31-07-24;14-08-24;Dividendos;0.95
ZAVI11;31-07-24;13-08-24;Dividendos;1.10
VCJR11;31-07-24;13-08-24;Dividendos;1.00
RBVO11;31-07-24;08-08-24;Dividendos;0.01
FVPQ11;31-07-24;08-08-24;Dividendos;0.32
LSAG11;31-07-24;14-08-24;Dividendos;1.10
MFAI11;31-07-24;14-08-24;Dividendos;0.47
VPPR11;31-07-24;14-08-24;Dividendos;0.07
PATA11;31-07-24;07-08-24;Dividendos;0.11
JSCR11;31-07-24;14-08-24;Dividendos;0.67
PULV11;31-07-24;14-08-24;Dividendos;0.10
OGIN11;31-07-24;07-08-24;Dividendos;0.13
ZAVC11;31-07-24;13-08-24;Dividendos;0.11
BTML11;31-07-24;14-08-24;Dividendos;0.85
RBIF11;31-07-24;21-08-24;Dividendos;0.92
VGRI11;31-07-24;07-08-24;Dividendos;0.15
SAPI11;31-07-24;14-08-24;Dividendos;0.87
SEED11;31-07-24;14-08-24;Dividendos;0.83
BLUR11;31-07-24;16-08-24;Dividendos;0.71
PNCR11;31-07-24;07-08-24;Dividendos;0.78
AZPL11;31-07-24;14-08-24;Dividendos;0.06
FIIP11;31-07-24;14-08-24;Dividendos;1.44
PMLL11;31-07-24;14-08-24;Dividendos;0.80
CPUR11;31-07-24;07-08-24;Dividendos;0.08
RIFF11;31-07-24;14-08-24;Dividendos;0.03
INRD11;31-07-24;14-08-24;Dividendos;0.62
INLG11;31-07-24;14-08-24;Dividendos;0.73
RBTS11;31-07-24;14-08-24;Amortização;47.77
URHF11;31-07-24;14-08-24;Dividendos;1.26
PNRC11;31-07-24;07-08-24;Dividendos;0.82
IFRI11;31-07-24;07-08-24;Dividendos;1.00
BLMO11;31-07-24;14-08-24;Dividendos;0.45
PMIS11;31-07-24;14-08-24;Dividendos;0.10
APTO11;31-07-24;20-08-24;Dividendos;0.09
HUSC11;31-07-24;15-08-24;Dividendos;0.90
RBFF11;31-07-24;15-08-24;Dividendos;0.51
SHPH11;31-07-24;15-08-24;Dividendos;4.50
RBVA11;31-07-24;15-08-24;Dividendos;1.00
KIVO11;31-07-24;14-08-24;Dividendos;0.95
VCRR11;31-07-24;14-08-24;Dividendos;0.60
VCRI11;31-07-24;14-08-24;Dividendos;0.10
WHGR11;31-07-24;14-08-24;Dividendos;0.10
HAAA11;31-07-24;14-08-24;Dividendos;0.08
ITRI11;31-07-24;12-08-24;Dividendos;0.85
CXCE11B;31-07-24;15-08-24;Dividendos;0.43
IFRA11;31-07-24;07-08-24;Dividendos;1.10
HBCR11;31-07-24;14-08-24;Dividendos;0.82
HUSI11;31-07-24;14-08-24;Dividendos;7.80
SPAF11;31-07-24;07-08-24;Dividendos;5.29
YUFI11;31-07-24;15-08-24;Dividendos;0.08
MFCR11;31-07-24;14-08-24;Dividendos;0.27
ICRI11;31-07-24;12-08-24;Dividendos;1.00
HGBL11;31-07-24;14-08-24;Dividendos;0.15
CPTI11;31-07-24;14-08-24;Dividendos;1.00
XPID11;31-07-24;19-08-24;Dividendos;0.70
KDIF11;31-07-24;07-08-24;Dividendos;1.10
FIGS11;31-07-24;14-08-24;Dividendos;0.43
XPCA11;31-07-24;14-08-24;Dividendos;0.11
PATL11;31-07-24;08-08-24;Dividendos;0.57
HGRE11;31-07-24;14-08-24;Dividendos;0.78
MFII11;31-07-24;14-08-24;Dividendos;1.18
HSLG11;31-07-24;14-08-24;Dividendos;0.74
HFOF11;31-07-24;14-08-24;Dividendos;0.63
ITIP11;31-07-24;14-08-24;Dividendos;0.70
ITIT11;31-07-24;14-08-24;Dividendos;0.64
HGRU11;31-07-24;14-08-24;Dividendos;0.85
BPFF11;31-07-24;07-08-24;Dividendos;0.62
VCRA11;31-07-24;13-08-24;Dividendos;1.00
HGBS11;31-07-24;14-08-24;Dividendos;1.60
VGHF11;31-07-24;07-08-24;Dividendos;0.09
HGCR11;31-07-24;14-08-24;Dividendos;0.95
HGAG11;31-07-24;07-08-24;Dividendos;0.19
TGAR11;31-07-24;14-08-24;Dividendos;1.22
VINO11;31-07-24;14-08-24;Dividendos;0.05
OCRE11;31-07-24;07-08-24;Dividendos;0.72
NSLU11;31-07-24;07-08-24;Dividendos;1.58
LVBI11;31-07-24;07-08-24;Dividendos;0.90
LASC11;31-07-24;07-08-24;Dividendos;0.50
HOSI11;31-07-24;07-08-24;Dividendos;0.74
BICE11;31-07-24;07-08-24;Dividendos;8.97
ARRI11;31-07-24;07-08-24;Dividendos;0.10
ABCP11;31-07-24;07-08-24;Dividendos;0.62
TRXF11;31-07-24;14-08-24;Dividendos;0.93
URPR11;31-07-24;14-08-24;Dividendos;1.00
VILG11;31-07-24;14-08-24;Dividendos;0.65
MALL11;31-07-24;14-08-24;Dividendos;0.80
HSML11;31-07-24;07-08-24;Dividendos;0.80
KNIP11;31-07-24;13-08-24;Dividendos;0.87
KNHF11;31-07-24;12-08-24;Dividendos;0.90
RBHG11;31-07-24;14-08-24;Dividendos;0.85
VISC11;31-07-24;14-08-24;Dividendos;0.85
TVRI11;31-07-24;14-08-24;Dividendos;0.98
RFOF11;31-07-24;14-08-24;Dividendos;0.71
BBFO11;31-07-24;14-08-24;Dividendos;0.67
TRXB11;31-07-24;14-08-24;Dividendos;0.90
EURO11;31-07-24;14-08-24;Dividendos;1.88
PATC11;31-07-24;08-08-24;Dividendos;0.10
IDFI11;31-07-24;07-08-24;Dividendos;0.09
DOMC11;31-07-24;09-08-24;Dividendos;0.47
RMAI11;31-07-24;09-08-24;Dividendos;0.47
CDII11;31-07-24;14-08-24;Dividendos;1.14
JURO11;31-07-24;14-08-24;Dividendos;1.00
CXTL11;31-07-24;15-08-24;Dividendos;2.24
BCIA11;31-07-24;28-08-24;Dividendos;0.87
KNUQ11;31-07-24;12-08-24;Dividendos;1.07
KNSC11;31-07-24;13-08-24;Dividendos;0.09
KNHY11;31-07-24;13-08-24;Dividendos;1.12
KNCA11;31-07-24;13-08-24;Dividendos;1.10
KNCR11;31-07-24;13-08-24;Dividendos;0.95
KNRI11;31-07-24;14-08-24;Dividendos;1.00
TRBL11;31-07-24;14-08-24;Dividendos;0.85
JGPX11;31-07-24;14-08-24;Dividendos;1.12
GARE11;31-07-24;07-08-24;Dividendos;0.09
HGLG11;31-07-24;14-08-24;Dividendos;1.10
MXRF11;31-07-24;14-08-24;Dividendos;0.10
FIIB11;31-07-24;09-08-24;Dividendos;3.60
RBHY11;31-07-24;14-08-24;Dividendos;1.00
SMRE11;31-07-24;09-08-24;Dividendos;1.10
BBIG11;31-07-24;15-08-24;Dividendos;0.08
VTLT11;31-07-24;08-08-24;Dividendos;0.93
NVHO11;31-07-24;08-08-24;Dividendos;0.08
SPTW11;31-07-24;07-08-24;Dividendos;0.40
PORD11;31-07-24;07-08-24;Dividendos;0.09
BCRI11;31-07-24;15-08-24;Dividendos;0.81
VIUR11;31-07-24;14-08-24;Dividendos;0.07
AIEC11;31-07-24;08-08-24;Dividendos;0.73
BBGO11;31-07-24;14-08-24;Dividendos;0.90
PLCA11;31-07-24;14-08-24;Dividendos;0.88
IAGR11;31-07-24;14-08-24;Dividendos;0.01
AAZQ11;31-07-24;14-08-24;Dividendos;0.10
RURA11;31-07-24;07-08-24;Dividendos;0.11
RZAG11;31-07-24;14-08-24;Dividendos;0.11
EDFO11B;31-07-24;09-08-24;Dividendos;1.82
KEVE11;31-07-24;14-08-24;Amortização;40.62
OUJP11;31-07-24;14-08-24;Dividendos;0.82
BIDB11;31-07-24;14-08-24;Dividendos;0.89
BRZP11;31-07-24;09-08-24;Amortização;0.66
BNFS11;31-07-24;14-08-24;Dividendos;1.37
SADI11;31-07-24;14-08-24;Dividendos;0.85
FIIP11B;31-07-24;14-08-24;Dividendos;1.44
MANA11;31-07-24;21-08-24;Dividendos;0.10
VPSI11;31-07-24;07-08-24;Dividendos;0.22
BBIM11;31-07-24;14-08-24;Dividendos;0.05
NVIF11;31-07-24;14-08-24;Dividendos;1.11
ARXD11;31-07-24;14-08-24;Dividendos;1.10
FLRP11;31-07-24;14-08-24;Dividendos;13.00
FINF11;31-07-24;14-08-24;Dividendos;0.29
HGFF11;31-07-24;14-08-24;Dividendos;0.70
CXCO11;31-07-24;14-08-24;Dividendos;0.68
XPPR11;31-07-24;14-08-24;Dividendos;0.07
XPLG11;31-07-24;14-08-24;Dividendos;0.78
HABT11;31-07-24;12-08-24;Dividendos;1.00
CACR11;31-07-24;08-08-24;Dividendos;1.30
RZTR11;31-07-24;07-08-24;Dividendos;0.90
NEWU11;31-07-24;14-08-24;Dividendos;0.07
LUGG11;31-07-24;14-08-24;Dividendos;0.62
LSPA11;31-07-24;14-08-24;Amortização;10.70
KORE11;31-07-24;14-08-24;Dividendos;1.25
KFOF11;31-07-24;14-08-24;Dividendos;0.75
JSAF11;31-07-24;14-08-24;Dividendos;1.00
JPPA11;31-07-24;14-08-24;Dividendos;1.00
HCHG11;31-07-24;14-08-24;Dividendos;0.75
VRTA11;31-07-24;15-08-24;Dividendos;0.90
BARI11;31-07-24;21-08-24;Dividendos;0.88
CBOP11;31-07-24;14-08-24;Dividendos;0.05
BTWR11;31-07-24;14-08-24;Dividendos;0.55
RPRI11;31-07-24;13-08-24;Dividendos;1.05
KCRE11;31-07-24;13-08-24;Dividendos;0.10
TMPS11;31-07-24;12-08-24;Dividendos;0.90
CXAG11;31-07-24;12-08-24;Dividendos;0.69
VERE11;31-07-24;09-08-24;Dividendos;2.20
VSHO11;31-07-24;08-08-24;Dividendos;0.55
LIFE11;31-07-24;07-08-24;Dividendos;0.14
HTMX11;31-07-24;07-08-24;Dividendos;2.30
EVBI11;31-07-24;07-08-24;Dividendos;0.08
AROA11;31-07-24;07-08-24;Dividendos;0.01
XPCI11;31-07-24;14-08-24;Dividendos;0.87
GTWR11;31-07-24;14-08-24;Dividendos;0.79
CXRI11;01-08-24;12-08-24;Dividendos;0.59
LLAO11;01-08-24;08-08-24;Amortização;8.31
FTCE11B;01-08-24;30-08-24;Dividendos;32.84
GGRC11;01-08-24;08-08-24;Dividendos;0.09
CRFF11;01-08-24;12-08-24;Dividendos;0.61
QAGR11;01-08-24;08-08-24;Dividendos;0.44
RBLG11;01-08-24;08-08-24;Dividendos;0.95
ELDO11B;02-08-24;09-08-24;Dividendos;0.24
RTEL11;02-08-24;12-08-24;Dividendos;2.97
EGAF11;02-08-24;09-08-24;Dividendos;1.24
BTHI11;05-08-24;14-08-24;Dividendos;0.32
LPLP11;06-08-24;15-08-24;Amortização;0.43
LPLP11;06-08-24;15-08-24;Dividendos;6.70
FISC11;06-08-24;14-08-24;Dividendos;0.47
NCRI11;06-08-24;14-08-24;Dividendos;0.10
BIME11;06-08-24;14-08-24;Dividendos;0.09
HGIC11;06-08-24;13-08-24;Dividendos;1.00
FLMA11;06-08-24;14-08-24;Dividendos;1.22
FATN11;06-08-24;14-08-24;Dividendos;0.85
CRAA11;07-08-24;14-08-24;Dividendos;1.59
GRWA11;07-08-24;14-08-24;Dividendos;0.11
DLMT11;07-08-24;15-08-24;Dividendos;0.00
XPIN11;07-08-24;14-08-24;Dividendos;0.62
BMLC11;07-08-24;14-08-24;Dividendos;0.65
WSEC11;07-08-24;15-08-24;Dividendos;0.75
SEQR11;07-08-24;13-08-24;Dividendos;0.58
AGRX11;07-08-24;14-08-24;Dividendos;0.13
MAXR11;07-08-24;14-08-24;Dividendos;0.72
FAED11;07-08-24;14-08-24;Dividendos;1.58
DAMA11;07-08-24;14-08-24;Dividendos;0.09
ERPA11;07-08-24;14-08-24;Dividendos;0.84
FYTO11;07-08-24;14-08-24;Dividendos;0.10
MGRI11;07-08-24;14-08-24;Dividendos;1.50
PNCR11;07-08-24;14-08-24;Amortização;0.93
BTAG11;07-08-24;14-08-24;Dividendos;1.10
DRIT11;07-08-24;15-08-24;Dividendos;1.29
BPRP11;07-08-24;14-08-24;Dividendos;0.93
DPRO11;07-08-24;14-08-24;Dividendos;0.05
BRIP11;07-08-24;14-08-24;Dividendos;11.21
RELG11;07-08-24;14-08-24;Dividendos;0.10
NEXG11;07-08-24;14-08-24;Dividendos;0.99
DVFF11;07-08-24;14-08-24;Dividendos;0.07
CXCI11;07-08-24;14-08-24;Dividendos;0.75
BCFF11;07-08-24;14-08-24;Dividendos;0.07
CEOC11;07-08-24;14-08-24;Dividendos;0.43
BLMG11;07-08-24;14-08-24;Dividendos;0.50
BTCI11;07-08-24;14-08-24;Dividendos;0.09
RBRP11;07-08-24;14-08-24;Dividendos;0.55
RBRL11;07-08-24;14-08-24;Dividendos;0.65
DEVA11;07-08-24;14-08-24;Dividendos;0.46
FLCR11;07-08-24;14-08-24;Dividendos;1.10
NCHB11;07-08-24;14-08-24;Dividendos;0.10
RECR11;07-08-24;14-08-24;Dividendos;0.85
BRCR11;07-08-24;14-08-24;Dividendos;0.50
OIAG11;07-08-24;14-08-24;Dividendos;0.10
HCTR11;07-08-24;14-08-24;Dividendos;0.36
SPXS11;07-08-24;14-08-24;Dividendos;0.10
DCRA11;07-08-24;14-08-24;Dividendos;0.10
FGAA11;07-08-24;14-08-24;Dividendos;0.11
RBOP11;07-08-24;15-08-24;Dividendos;2.85
GCRA11;07-08-24;14-08-24;Dividendos;0.70
RCRB11;07-08-24;15-08-24;Dividendos;0.91
VSLH11;07-08-24;14-08-24;Dividendos;0.04
AJFI11;07-08-24;21-08-24;Dividendos;0.07
RECT11;07-08-24;14-08-24;Dividendos;0.36
ANCR11B;08-08-24;22-08-24;Dividendos;1.76
NUIF11;08-08-24;14-08-24;Dividendos;1.10
BLCA11;08-08-24;15-08-24;Dividendos;0.55
LFTT11;08-08-24;16-08-24;Amortização;4.04
FPAB11;08-08-24;15-08-24;Dividendos;0.90
CLIN11;08-08-24;15-08-24;Dividendos;0.98
CPFF11;08-08-24;16-08-24;Dividendos;0.65
RVBI11;08-08-24;15-08-24;Dividendos;0.75
CVBI11;08-08-24;15-08-24;Dividendos;0.97
CCME11;08-08-24;15-08-24;Dividendos;0.08
IRIM11;09-08-24;16-08-24;Dividendos;0.76
GAME11;09-08-24;21-08-24;Dividendos;0.09
IRDM11;09-08-24;16-08-24;Dividendos;0.74
RBRF11;09-08-24;16-08-24;Dividendos;0.06
RBRR11;09-08-24;16-08-24;Dividendos;0.85
RBRY11;09-08-24;16-08-24;Dividendos;1.00
IBCR11;09-08-24;16-08-24;Dividendos;0.80
CPTR11;12-08-24;19-08-24;Dividendos;0.10
SHDP11B;12-08-24;20-08-24;Dividendos;8.02
CPTS11;12-08-24;19-08-24;Dividendos;0.08
MCCI11;12-08-24;19-08-24;Dividendos;0.80
VGIA11;12-08-24;19-08-24;Dividendos;0.13
VGIR11;12-08-24;19-08-24;Dividendos;0.10
VGIP11;12-08-24;19-08-24;Dividendos;0.88
BTYU11;13-08-24;20-08-24;Dividendos;0.13
VICA11;13-08-24;14-08-24;Dividendos;0.09
RZZR11;13-08-24;20-08-24;Dividendos;1.14
JCIN11;13-08-24;20-08-24;Dividendos;0.61
ZAGH11;13-08-24;20-08-24;Dividendos;0.05
DOVL11B;13-08-24;20-08-24;Dividendos;6.23
RINV11;13-08-24;20-08-24;Dividendos;1.05
BRLA11;13-08-24;20-08-24;Dividendos;1.14
HCRI11;13-08-24;20-08-24;Dividendos;2.57
NAVT11;13-08-24;20-08-24;Dividendos;1.00
GCRI11;13-08-24;20-08-24;Dividendos;0.85
BDIF11;14-08-24;21-08-24;Dividendos;0.75
JASC11;14-08-24;21-08-24;Dividendos;0.61
AZIN11;14-08-24;21-08-24;Dividendos;1.25
AFHI11;14-08-24;21-08-24;Dividendos;0.95
ALZM11;14-08-24;21-08-24;Dividendos;0.09
RZAK11;14-08-24;21-08-24;Dividendos;0.95
RZAT11;14-08-24;21-08-24;Dividendos;1.10
RBRX11;14-08-24;22-08-24;Dividendos;0.09
ELDO11B;14-08-24;22-08-24;Dividendos;7.60
WTSP11B;14-08-24;21-08-24;Dividendos;0.39
MCRE11;15-08-24;22-08-24;Dividendos;0.10
SNCI11;15-08-24;23-08-24;Dividendos;1.00
ALZC11;15-08-24;22-08-24;Dividendos;1.18
CPOF11;15-08-24;22-08-24;Dividendos;0.85
BETW11;15-08-24;22-08-24;Dividendos;0.51
SNAG11;15-08-24;23-08-24;Dividendos;0.10
SNFF11;15-08-24;23-08-24;Dividendos;1.00
SNME11;15-08-24;23-08-24;Dividendos;0.10
SNEL11;15-08-24;23-08-24;Dividendos;0.10
BTLG11;15-08-24;23-08-24;Dividendos;0.76
SNLG11;15-08-24;23-08-24;Dividendos;0.36
MCHY11;15-08-24;22-08-24;Dividendos;0.10
SNID11;15-08-24;23-08-24;Dividendos;1.00
KOPA11;15-08-24;22-08-24;Dividendos;12.56
BVAR11;15-08-24;23-08-24;Dividendos;7.42
NCRA11;16-08-24;23-08-24;Dividendos;0.10
FTCA11;16-08-24;23-08-24;Dividendos;0.10
FCFL11;16-08-24;23-08-24;Dividendos;0.83
VVCR11;16-08-24;23-08-24;Dividendos;0.08
BPML11;16-08-24;23-08-24;Dividendos;1.07
VVRI11;16-08-24;23-08-24;Dividendos;0.75
ALZR11;16-08-24;23-08-24;Dividendos;0.76
CPSH11;16-08-24;23-08-24;Dividendos;0.10
BROF11;16-08-24;23-08-24;Dividendos;0.42
XPML11;16-08-24;23-08-24;Dividendos;0.92
OBAL11;19-08-24;30-08-24;Dividendos;226.10
EXES11;19-08-24;26-08-24;Dividendos;0.12
ERCR11;19-08-24;26-08-24;Amortização;883.75
CVPR11;19-08-24;26-08-24;Dividendos;0.10
EQIR11;19-08-24;26-08-24;Dividendos;0.10
BTAL11;19-08-24;26-08-24;Dividendos;0.84
TJKB11;19-08-24;27-08-24;Dividendos;2.36
BLOG11;19-08-24;20-08-24;Dividendos;0.08
APXM11;19-08-24;26-08-24;Dividendos;0.54
CNES11;22-08-24;29-08-24;Dividendos;0.01
CIXM11;22-08-24;29-08-24;Dividendos;0.11
BTSI11;23-08-24;30-08-24;Dividendos;0.75
GZIT11;23-08-24;30-08-24;Dividendos;0.78
EDGA11;23-08-24;30-08-24;Dividendos;0.03
BTRA11;23-08-24;30-08-24;Dividendos;0.30
ROOF11;26-08-24;02-09-24;Amortização;12.90
CIXM11;27-08-24;30-08-24;Dividendos;0.10
RBVA11;30-08-24;13-09-24;Dividendos;1.00
XPSF11;30-08-24;13-09-24;Dividendos;0.07
BBIG11;30-08-24;13-09-24;Dividendos;0.08
VGRI11;30-08-24;06-09-24;Dividendos;0.15
SAPI11;30-08-24;13-09-24;Dividendos;0.88
WHGR11;30-08-24;13-09-24;Dividendos;0.10
FIIP11B;30-08-24;13-09-24;Dividendos;1.44
BICR11;30-08-24;13-09-24;Dividendos;0.26
XPCI11;30-08-24;13-09-24;Dividendos;0.80
BBGO11;30-08-24;13-09-24;Dividendos;0.95
BNFS11;30-08-24;13-09-24;Dividendos;1.40
VTLT11;30-08-24;09-09-24;Dividendos;0.93
